image_id,D1,D2,D3,D4,D5
23596.jpg,0.0,0.0,0.0,0.0,0.0
44560.jpg,0.0,0.0,0.0,1.0,1.0
28779.jpg,1.0,1.0,1.0,0.0,1.0
05500.jpg,1.0,0.0,1.0,0.0,0.0
09465.jpg,0.0,0.0,1.0,0.0,1.0
39895.jpg,0.0,0.0,1.0,0.0,1.0
06653.jpg,1.0,0.0,1.0,0.0,1.0
25326.jpg,1.0,0.0,1.0,0.0,1.0
18840.jpg,1.0,0.0,1.0,0.0,1.0
15416.jpg,1.0,0.0,1.0,0.0,1.0
26883.jpg,1.0,0.0,1.0,0.0,1.0
11188.jpg,1.0,1.0,1.0,0.0,1.0
46626.jpg,1.0,0.0,1.0,0.0,0.0
03352.jpg,1.0,0.0,1.0,0.0,1.0
05495.jpg,0.0,0.0,1.0,0.0,1.0
25916.jpg,1.0,0.0,1.0,0.0,1.0
25507.jpg,1.0,0.0,1.0,0.0,1.0
24447.jpg,1.0,0.0,1.0,0.0,1.0
01184.jpg,1.0,0.0,1.0,0.0,1.0
48544.jpg,1.0,0.0,1.0,0.0,1.0
20334.jpg,1.0,0.0,1.0,0.0,1.0
10440.jpg,1.0,0.0,1.0,0.0,1.0
15335.jpg,1.0,0.0,1.0,0.0,1.0
18835.jpg,1.0,0.0,1.0,0.0,1.0
08186.jpg,1.0,0.0,1.0,0.0,1.0
33611.jpg,0.0,0.0,1.0,0.0,1.0
04991.jpg,1.0,0.0,1.0,0.0,1.0
49696.jpg,1.0,0.0,1.0,0.0,1.0
45568.jpg,1.0,0.0,1.0,0.0,1.0
17914.jpg,1.0,0.0,1.0,0.0,1.0
42054.jpg,1.0,0.0,1.0,0.0,1.0
04206.jpg,1.0,0.0,1.0,0.0,1.0
44075.jpg,1.0,0.0,1.0,0.0,1.0
20390.jpg,1.0,0.0,1.0,0.0,1.0
45113.jpg,1.0,0.0,1.0,0.0,1.0
46927.jpg,0.0,0.0,1.0,0.0,1.0
30138.jpg,0.0,0.0,1.0,0.0,1.0
06958.jpg,1.0,0.0,1.0,0.0,1.0
36411.jpg,1.0,1.0,1.0,0.0,1.0
00894.jpg,1.0,0.0,1.0,0.0,1.0
14762.jpg,1.0,1.0,1.0,0.0,1.0
25602.jpg,0.0,0.0,1.0,0.0,1.0
12329.jpg,1.0,0.0,1.0,0.0,1.0
11450.jpg,0.0,0.0,1.0,0.0,1.0
32833.jpg,1.0,0.0,1.0,0.0,1.0
29052.jpg,1.0,0.0,0.0,0.0,1.0
22915.jpg,1.0,0.0,1.0,0.0,1.0
02347.jpg,1.0,0.0,1.0,0.0,1.0
34234.jpg,1.0,0.0,1.0,0.0,1.0
40008.jpg,0.0,0.0,1.0,0.0,1.0
16306.jpg,1.0,0.0,0.0,0.0,1.0
16564.jpg,1.0,0.0,1.0,0.0,1.0
15188.jpg,0.0,1.0,0.0,0.0,1.0
47225.jpg,0.0,0.0,1.0,0.0,1.0
41893.jpg,1.0,1.0,1.0,0.0,1.0
40068.jpg,1.0,1.0,1.0,0.0,1.0
31123.jpg,0.0,0.0,0.0,0.0,1.0
20023.jpg,1.0,1.0,1.0,0.0,1.0
26321.jpg,1.0,1.0,1.0,0.0,1.0
42217.jpg,1.0,0.0,1.0,0.0,1.0
27262.jpg,1.0,0.0,0.0,0.0,1.0
28941.jpg,1.0,0.0,1.0,0.0,1.0
19361.jpg,1.0,0.0,1.0,0.0,1.0
09693.jpg,0.0,0.0,0.0,1.0,1.0
48533.jpg,1.0,1.0,1.0,0.0,1.0
06496.jpg,1.0,1.0,1.0,0.0,1.0
23590.jpg,1.0,0.0,1.0,0.0,1.0
20954.jpg,1.0,0.0,0.0,0.0,1.0
00015.jpg,0.0,1.0,1.0,0.0,1.0
11167.jpg,0.0,1.0,1.0,0.0,1.0
23599.jpg,1.0,0.0,0.0,0.0,1.0
07197.jpg,1.0,1.0,0.0,0.0,0.0
49016.jpg,1.0,0.0,1.0,0.0,1.0
26939.jpg,1.0,0.0,1.0,0.0,1.0
09488.jpg,1.0,0.0,0.0,0.0,1.0
29523.jpg,1.0,0.0,1.0,0.0,1.0
38210.jpg,1.0,0.0,1.0,0.0,1.0
48101.jpg,1.0,0.0,0.0,0.0,0.0
08832.jpg,1.0,0.0,1.0,0.0,1.0
32090.jpg,1.0,0.0,1.0,0.0,1.0
08743.jpg,1.0,0.0,1.0,0.0,1.0
32755.jpg,1.0,0.0,1.0,0.0,1.0
33519.jpg,1.0,0.0,0.0,1.0,1.0
04819.jpg,0.0,0.0,1.0,0.0,1.0
47316.jpg,1.0,0.0,0.0,0.0,0.0
43653.jpg,1.0,0.0,1.0,0.0,0.0
32925.jpg,1.0,0.0,1.0,0.0,1.0
10146.jpg,1.0,0.0,1.0,0.0,1.0
27887.jpg,1.0,0.0,0.0,0.0,0.0
35597.jpg,1.0,0.0,1.0,0.0,1.0
03816.jpg,0.0,0.0,1.0,0.0,1.0
17251.jpg,1.0,0.0,1.0,0.0,1.0
17083.jpg,1.0,0.0,1.0,0.0,1.0
29281.jpg,1.0,0.0,0.0,0.0,1.0
35364.jpg,1.0,0.0,1.0,0.0,1.0
40886.jpg,1.0,0.0,0.0,0.0,0.0
24736.jpg,0.0,0.0,1.0,0.0,1.0
49217.jpg,1.0,0.0,1.0,0.0,1.0
16409.jpg,1.0,0.0,1.0,0.0,1.0
22127.jpg,0.0,0.0,1.0,0.0,1.0
10247.jpg,1.0,0.0,1.0,0.0,0.0
23998.jpg,1.0,0.0,1.0,0.0,0.0
22033.jpg,1.0,0.0,1.0,0.0,1.0
27317.jpg,1.0,0.0,1.0,0.0,1.0
33417.jpg,1.0,0.0,1.0,0.0,1.0
31288.jpg,0.0,0.0,1.0,0.0,1.0
14530.jpg,1.0,0.0,1.0,0.0,1.0
41671.jpg,0.0,0.0,1.0,0.0,1.0
36396.jpg,1.0,0.0,1.0,0.0,1.0
16037.jpg,1.0,0.0,1.0,0.0,1.0
12898.jpg,1.0,0.0,1.0,0.0,1.0
47723.jpg,1.0,0.0,1.0,0.0,1.0
48315.jpg,1.0,0.0,1.0,0.0,1.0
21197.jpg,1.0,0.0,1.0,0.0,1.0
17971.jpg,1.0,0.0,1.0,0.0,1.0
42961.jpg,0.0,0.0,0.0,1.0,0.0
31856.jpg,1.0,0.0,0.0,1.0,1.0
01750.jpg,0.0,0.0,1.0,0.0,0.0
44847.jpg,1.0,0.0,1.0,0.0,1.0
34415.jpg,1.0,0.0,1.0,0.0,1.0
39694.jpg,0.0,0.0,1.0,0.0,1.0
13115.jpg,0.0,0.0,0.0,1.0,0.0
11036.jpg,1.0,0.0,1.0,0.0,1.0
38093.jpg,1.0,1.0,0.0,0.0,0.0
15252.jpg,0.0,0.0,1.0,0.0,1.0
31310.jpg,0.0,0.0,1.0,0.0,1.0
39202.jpg,0.0,0.0,1.0,0.0,1.0
03403.jpg,0.0,0.0,1.0,0.0,1.0
31380.jpg,0.0,1.0,1.0,0.0,1.0
33680.jpg,1.0,0.0,1.0,0.0,1.0
02043.jpg,0.0,0.0,0.0,1.0,0.0
16706.jpg,0.0,0.0,1.0,0.0,1.0
24591.jpg,1.0,0.0,0.0,1.0,1.0
10629.jpg,1.0,0.0,1.0,0.0,0.0
19409.jpg,0.0,0.0,0.0,1.0,0.0
06256.jpg,1.0,0.0,0.0,0.0,1.0
02625.jpg,1.0,0.0,1.0,0.0,1.0
12788.jpg,1.0,0.0,1.0,0.0,1.0
37670.jpg,1.0,0.0,1.0,0.0,1.0
05255.jpg,1.0,0.0,0.0,1.0,0.0
03607.jpg,1.0,0.0,1.0,0.0,1.0
39904.jpg,1.0,0.0,1.0,0.0,1.0
19537.jpg,1.0,0.0,1.0,0.0,0.0
40023.jpg,1.0,0.0,0.0,0.0,1.0
00269.jpg,1.0,0.0,0.0,1.0,1.0
26197.jpg,1.0,0.0,1.0,0.0,1.0
38342.jpg,1.0,0.0,0.0,0.0,1.0
15692.jpg,1.0,0.0,0.0,0.0,1.0
17017.jpg,1.0,0.0,0.0,1.0,1.0
07151.jpg,1.0,0.0,1.0,0.0,1.0
21366.jpg,0.0,0.0,0.0,1.0,1.0
03367.jpg,1.0,0.0,0.0,1.0,1.0
29076.jpg,1.0,0.0,1.0,0.0,1.0
28006.jpg,1.0,0.0,0.0,1.0,1.0
47559.jpg,1.0,0.0,0.0,0.0,1.0
20751.jpg,1.0,0.0,0.0,1.0,1.0
03042.jpg,1.0,0.0,0.0,0.0,1.0
10220.jpg,1.0,0.0,0.0,1.0,1.0
02234.jpg,1.0,0.0,0.0,1.0,0.0
21130.jpg,1.0,0.0,0.0,0.0,1.0
01252.jpg,1.0,0.0,0.0,1.0,1.0
40411.jpg,1.0,0.0,1.0,0.0,1.0
11896.jpg,1.0,0.0,0.0,0.0,1.0
44823.jpg,1.0,0.0,1.0,0.0,1.0
23253.jpg,1.0,0.0,0.0,0.0,1.0
03709.jpg,1.0,1.0,1.0,0.0,1.0
08568.jpg,1.0,0.0,1.0,0.0,1.0
45961.jpg,1.0,0.0,1.0,0.0,1.0
20220.jpg,1.0,0.0,1.0,0.0,1.0
07275.jpg,1.0,0.0,1.0,0.0,1.0
39461.jpg,1.0,0.0,1.0,0.0,1.0
38607.jpg,1.0,0.0,1.0,0.0,0.0
36809.jpg,1.0,0.0,1.0,0.0,1.0
42589.jpg,1.0,0.0,1.0,0.0,1.0
45392.jpg,1.0,0.0,1.0,0.0,1.0
11141.jpg,1.0,1.0,1.0,0.0,1.0
08209.jpg,1.0,0.0,1.0,0.0,1.0
32739.jpg,1.0,0.0,1.0,0.0,1.0
28846.jpg,1.0,0.0,1.0,0.0,1.0
04159.jpg,1.0,0.0,1.0,0.0,1.0
27379.jpg,1.0,0.0,1.0,0.0,1.0
23279.jpg,0.0,0.0,1.0,0.0,1.0
44629.jpg,0.0,0.0,1.0,0.0,1.0
43500.jpg,1.0,0.0,1.0,0.0,1.0
11351.jpg,1.0,0.0,1.0,1.0,1.0
47605.jpg,1.0,0.0,0.0,1.0,1.0
25182.jpg,0.0,0.0,1.0,0.0,1.0
31639.jpg,0.0,0.0,0.0,0.0,0.0
10360.jpg,0.0,0.0,1.0,0.0,1.0
38534.jpg,0.0,0.0,1.0,0.0,0.0
09212.jpg,0.0,0.0,0.0,1.0,0.0
03391.jpg,0.0,0.0,0.0,0.0,0.0
46375.jpg,1.0,0.0,0.0,1.0,1.0
11803.jpg,1.0,0.0,0.0,0.0,1.0
48033.jpg,1.0,0.0,1.0,0.0,1.0
41317.jpg,1.0,0.0,1.0,0.0,1.0
07888.jpg,1.0,0.0,1.0,0.0,1.0
13486.jpg,1.0,0.0,1.0,0.0,1.0
45687.jpg,1.0,0.0,1.0,0.0,1.0
24627.jpg,0.0,0.0,1.0,0.0,1.0
28508.jpg,1.0,1.0,0.0,0.0,1.0
36368.jpg,0.0,0.0,1.0,0.0,1.0
03711.jpg,1.0,0.0,1.0,0.0,0.0
02094.jpg,0.0,0.0,1.0,0.0,1.0
46199.jpg,0.0,0.0,1.0,0.0,1.0
27724.jpg,0.0,1.0,1.0,0.0,1.0
12295.jpg,0.0,1.0,1.0,0.0,1.0
19460.jpg,0.0,0.0,1.0,0.0,1.0
01897.jpg,0.0,0.0,1.0,0.0,1.0
10761.jpg,0.0,1.0,1.0,0.0,1.0
24023.jpg,0.0,0.0,1.0,0.0,1.0
32612.jpg,1.0,1.0,1.0,0.0,0.0
08088.jpg,0.0,0.0,1.0,0.0,1.0
34887.jpg,0.0,0.0,1.0,0.0,1.0
15659.jpg,0.0,0.0,1.0,0.0,0.0
01390.jpg,1.0,0.0,0.0,0.0,1.0
00744.jpg,1.0,0.0,1.0,0.0,1.0
17207.jpg,1.0,0.0,1.0,0.0,1.0
39770.jpg,1.0,0.0,1.0,1.0,1.0
03750.jpg,1.0,0.0,0.0,1.0,1.0
07898.jpg,1.0,0.0,0.0,1.0,0.0
27810.jpg,0.0,0.0,0.0,0.0,1.0
12055.jpg,1.0,1.0,1.0,0.0,1.0
14576.jpg,1.0,1.0,0.0,0.0,1.0
49586.jpg,1.0,0.0,1.0,0.0,1.0
11396.jpg,1.0,1.0,1.0,0.0,1.0
20078.jpg,1.0,0.0,1.0,0.0,1.0
02425.jpg,1.0,0.0,0.0,1.0,1.0
36317.jpg,1.0,0.0,1.0,0.0,1.0
48765.jpg,1.0,1.0,0.0,0.0,0.0
28927.jpg,1.0,0.0,0.0,0.0,0.0
19512.jpg,1.0,0.0,1.0,0.0,0.0
26073.jpg,1.0,0.0,1.0,0.0,1.0
17429.jpg,1.0,0.0,1.0,0.0,1.0
12538.jpg,1.0,0.0,0.0,0.0,1.0
49812.jpg,1.0,0.0,0.0,1.0,0.0
09882.jpg,0.0,1.0,0.0,0.0,1.0
36224.jpg,1.0,0.0,1.0,0.0,1.0
31624.jpg,1.0,0.0,1.0,0.0,1.0
21254.jpg,0.0,0.0,1.0,0.0,1.0
27812.jpg,1.0,0.0,0.0,1.0,1.0
05152.jpg,1.0,0.0,1.0,0.0,1.0
11572.jpg,1.0,0.0,0.0,1.0,1.0
44251.jpg,1.0,0.0,1.0,0.0,1.0
44030.jpg,1.0,0.0,1.0,0.0,1.0
10285.jpg,1.0,0.0,1.0,0.0,1.0
13542.jpg,0.0,0.0,1.0,0.0,1.0
33604.jpg,1.0,0.0,0.0,0.0,1.0
40342.jpg,1.0,0.0,0.0,1.0,1.0
27282.jpg,1.0,0.0,1.0,0.0,1.0
12231.jpg,1.0,0.0,1.0,0.0,1.0
25950.jpg,0.0,0.0,1.0,0.0,1.0
38686.jpg,1.0,0.0,1.0,0.0,1.0
07521.jpg,1.0,0.0,1.0,0.0,1.0
41982.jpg,0.0,0.0,1.0,0.0,1.0
19887.jpg,1.0,0.0,0.0,1.0,1.0
04558.jpg,1.0,0.0,1.0,0.0,1.0
41208.jpg,1.0,0.0,1.0,0.0,1.0
17001.jpg,1.0,0.0,1.0,0.0,1.0
00652.jpg,1.0,0.0,1.0,0.0,1.0
43318.jpg,1.0,0.0,1.0,0.0,1.0
32109.jpg,1.0,0.0,1.0,0.0,1.0
48417.jpg,1.0,0.0,1.0,0.0,0.0
28240.jpg,0.0,0.0,1.0,0.0,1.0
36086.jpg,1.0,0.0,1.0,0.0,1.0
15861.jpg,1.0,0.0,0.0,0.0,1.0
49272.jpg,1.0,0.0,0.0,0.0,1.0
21721.jpg,1.0,0.0,1.0,0.0,1.0
25418.jpg,0.0,1.0,1.0,0.0,1.0
04026.jpg,0.0,1.0,1.0,0.0,1.0
00088.jpg,0.0,1.0,0.0,0.0,1.0
20364.jpg,0.0,1.0,1.0,0.0,1.0
18700.jpg,1.0,1.0,1.0,0.0,1.0
34189.jpg,0.0,1.0,1.0,0.0,1.0
